Subcategory	Category	HPO_term	number	HPO_text	Subcategory_old_name
potentially incidential finding in head MRI	11-Abnormal findings of Head MR	HP:0100702	5	Arachnoid cyst	11-Potential incidentals
potentially incidential finding in head MRI	11-Abnormal findings of Head MR	HP:0011755	11	Ectopic posterior pituitary	11-Potential incidentals
potentially incidential finding in head MRI	11-Abnormal findings of Head MR	HP:0001331	1	Absent septum pellucidum	11-Potential incidentals
potentially incidential finding in head MRI	11-Abnormal findings of Head MR	HP:0007375	1	Abnormality of the septum pellucidum	11-Potential incidentals
potentially incidential finding in head MRI	11-Abnormal findings of Head MR	HP:0030283	1	Partial absence of the septum pellucidum	11-Potential incidentals
potentially incidential finding in head MRI	11-Abnormal findings of Head MR	HP:0009745	1	Spinalarachnoid cyst	11-Potential incidentals
potentially incidential finding in head MRI	11-Abnormal findings of Head MR	HP:0002679	1	Abnormality of the sella turcica	11-Potential incidentals
potentially incidential finding in head MRI	11-Abnormal findings of Head MR	HP:0012096	1	Intracranial epidermoid cyst	11-Potential incidentals
potentially incidential finding in head MRI	11-Abnormal findings of Head MR	HP:0012683	1	Pineal cyst	11-Potential incidentals
neonatal hyperglycemia	12-others	HP:0001998	1	Neonatal hypoglycemia	12-Neonatal Hyperglycemia
not classified elsewhere	12-others	HP:0002650	40	Scoliosis	12-others
not classified elsewhere	12-others	HP:0000733	18	Stereotyp	12-others
not classified elsewhere	12-others	HP:0000648	19	Optic atrophy	12-others
not classified elsewhere	12-others	HP:0002015	20	Dysphagia	12-others
not classified elsewhere	12-others	HP:0002373	20	Febrile seizure (within the age range of 3 months to 6 years)	12-others
not classified elsewhere	12-others	HP:0000508	19	Ptosis	12-others
not classified elsewhere	12-others	HP:0002353	15	EEG abnormality	12-others
not classified elsewhere	12-others	HP:0000403	11	Recurrent otitis media	12-others
not classified elsewhere	12-others	HP:0002019	10	Constipation	12-others
not classified elsewhere	12-others	HP:0002076	9	Migraine	12-others
not classified elsewhere	12-others	HP:0002643	9	Neonatal respiratory distress	12-others
not classified elsewhere	12-others	HP:0002090	8	Pneumonia	12-others
not classified elsewhere	12-others	HP:0002315	5	Headache	12-others
not classified elsewhere	12-others	HP:0006532	5	Recurrent pneumonia	12-others
not classified elsewhere	12-others	HP:0000657	5	Oculomotor apraxia	12-others
not classified elsewhere	12-others	HP:0000496	6	Abnormality of eye movement	12-others
not classified elsewhere	12-others	HP:0002527	8	Falls	12-others
not classified elsewhere	12-others	HP:0002607	8	Bowel incontinence	12-others
not classified elsewhere	12-others	HP:0000020	8	Urinary incontinence	12-others
not classified elsewhere	12-others	HP:0002027	5	Abdominal pain	12-others
not classified elsewhere	12-others	HP:0011968	7	Feeding difficulties	12-others
not classified elsewhere	12-others	HP:0100806	2	Sepsis	12-others
not classified elsewhere	12-others	HP:0001789	4	Hydrops fetalis	12-others
not classified elsewhere	12-others	HP:0001097	2	Keratoconjunctivitis sicca	12-others
not classified elsewhere	12-others	HP:0012452	2	Restless legs	12-others
not classified elsewhere	12-others	HP:0200048	2	Cyanotic episode	12-others
not classified elsewhere	12-others	HP:0003307	2	Hyperlordosis	12-others
not classified elsewhere	12-others	HP:0040186	2	Maculopapular exanthema	12-others
not classified elsewhere	12-others	HP:0002653	2	Bone pain	12-others
not classified elsewhere	12-others	HP:0012265	2	Ciliary dyskinesia	12-others
not classified elsewhere	12-others	HP:0003418	2	Back pain	12-others
not classified elsewhere	12-others	HP:0003763	2	Bruxism	12-others
not classified elsewhere	12-others	HP:0012514	2	Lower limb pain	12-others
not classified elsewhere	12-others	HP:0200136	2	Oral-pharyngeal dysphagia	12-others
not classified elsewhere	12-others	HP:0001562	3	Oligohydramnios	12-others
not classified elsewhere	12-others	HP:0001004	2	Lymphedema	12-others
not classified elsewhere	12-others	HP:0032444	3	Status post organ transplantation	12-others
not classified elsewhere	12-others	HP:0004755	2	Supraventricular tachycardia	12-others
not classified elsewhere	12-others	HP:0002383	2	Encephalitis	12-others
not classified elsewhere	12-others	HP:0007687	1	Unilateral ptosis	12-others
not classified elsewhere	12-others	HP:0009763	2	Limb pain	12-others
not classified elsewhere	12-others	HP:0030364	1	Secondary Caesarian section	12-others
not classified elsewhere	12-others	HP:0004887	2	Respiratory failure requiring assisted ventilation	12-others
not classified elsewhere	12-others	HP:0002104	2	Apnea	12-others
not classified elsewhere	12-others	HP:0007678	2	Lacrimal duct stenosis	12-others
not classified elsewhere	12-others	HP:0032894	2	Seizure precipitated by febrile infection	12-others
not classified elsewhere	12-others	HP:0001611	2	Nasal speech	12-others
not classified elsewhere	12-others	HP:0001520	2	Large for gestational age	12-others
not classified elsewhere	12-others	HP:0040187	2	Neonatal sepsis	12-others
not classified elsewhere	12-others	HP:0002878	2	Respiratory failure	12-others
not classified elsewhere	12-others	HP:0011410	2	Caesarian section	12-others
not classified elsewhere	12-others	HP:0012330	2	Pyelonephritis	12-others
not classified elsewhere	12-others	HP:0012787	2	Recurrent pyelonephritis	12-others
not classified elsewhere	12-others	HP:0006698	2	Dilatation of the ventricular cavity	12-others
not classified elsewhere	12-others	HP:0002615	2	Hypotension	12-others
not classified elsewhere	12-others	HP:0000699	1	Diastema	12-others
not classified elsewhere	12-others	HP:0000980	1	Pallor	12-others
not classified elsewhere	12-others	HP:0012164	1	Asterixis	12-others
not classified elsewhere	12-others	HP:0000753	1	Autism with high cognitive abilities	12-others
not classified elsewhere	12-others	HP:0010532	1	Paroxysmal vertigo	12-others
not classified elsewhere	12-others	HP:0001065	1	Striae distensae	12-others
not classified elsewhere	12-others	HP:0100502	1	Vitamin B12 deficiency	12-others
not classified elsewhere	12-others	HP:0008887	1	Adipose tissue loss	12-others
not classified elsewhere	12-others	HP:0010461	1	Abnormality of the male genitalia	12-others
not classified elsewhere	12-others	HP:0008684	1	Aplasia/hypoplasia of the uterus	12-others
not classified elsewhere	12-others	HP:0010828	1	Hemifacial spasm	12-others
not classified elsewhere	12-others	HP:0002345	1	Action tremor	12-others
not classified elsewhere	12-others	HP:0002571	1	Achalasia	12-others
not classified elsewhere	12-others	HP:0005968	1	Temperature instability	12-others
not classified elsewhere	12-others	HP:0001662	1	Bradycardia	12-others
not classified elsewhere	12-others	HP:0009591	1	Abnormality of the vestibulocochlear nerve	12-others
not classified elsewhere	12-others	HP:0010824	1	Abnormal fifth cranial nerve morphology	12-others
not classified elsewhere	12-others	HP:0009795	1	Branchial fistula	12-others
not classified elsewhere	12-others	HP:0002619	1	Varicose veins	12-others
not classified elsewhere	12-others	HP:0007420	1	Spontaneous hematomas	12-others
not classified elsewhere	12-others	HP:0000939	1	Osteoporosis	12-others
not classified elsewhere	12-others	HP:0005543	1	Reduced protein C activity	12-others
not classified elsewhere	12-others	HP:0000103	1	Polyuria	12-others
not classified elsewhere	12-others	HP:0001959	1	Polydipsia	12-others
not classified elsewhere	12-others	HP:0012541	1	Cephalohematoma	12-others
not classified elsewhere	12-others	HP:0002913	1	Myoglobinuria	12-others
not classified elsewhere	12-others	HP:0003073	1	Hypoalbuminemia	12-others
not classified elsewhere	12-others	HP:0000565	1	Esotropia	12-others
not classified elsewhere	12-others	HP:0000934	1	Chondrocalcinosis	12-others
not classified elsewhere	12-others	HP:0002546	1	Incomprehensible speech	12-others
not classified elsewhere	12-others	HP:0031956	1	Elevated serum aspartate aminotransferase	12-others
not classified elsewhere	12-others	HP:0009921	1	Duane anomaly	12-others
not classified elsewhere	12-others	HP:0007023	1	Antenatal intracerebral hemorrhage	12-others
not classified elsewhere	12-others	HP:0000402	1	Stenosis of the external auditory canal	12-others
not classified elsewhere	12-others	HP:0001649	1	Tachycardia	12-others
not classified elsewhere	12-others	HP:0001688	1	Sinus bradycardia	12-others
not classified elsewhere	12-others	HP:0010677	5	Enuresis nocturna	12-others
not classified elsewhere	12-others	HP:0001680	5	Coarctation of aorta	12-others
not classified elsewhere	12-others	HP:0001350	5	Slurred speech	12-others
not classified elsewhere	12-others	HP:0003781	5	Excessive salivation	12-others
not classified elsewhere	12-others	HP:0011024	5	Abnormality of the gastrointestinal tract	12-others
not classified elsewhere	12-others	HP:0000805	4	Enuresis	12-others
not classified elsewhere	12-others	HP:0002572	4	Episodic vomiting	12-others
not classified elsewhere	12-others	HP:0001824	4	Weight loss	12-others
not classified elsewhere	12-others	HP:0002180	4	Neurodegeneration	12-others
not classified elsewhere	12-others	HP:0010535	4	Sleep apnea	12-others
not classified elsewhere	12-others	HP:0040083	4	Toe walking	12-others
not classified elsewhere	12-others	HP:0032322	4	Healthy	12-others
not classified elsewhere	12-others	HP:0001626	4	Abnormality of the cardiovascular system	12-others
not classified elsewhere	12-others	HP:0001561	4	Polyhydramnios	12-others
not classified elsewhere	12-others	HP:0012450	4	Chronic constipation	12-others
not classified elsewhere	12-others	HP:0005681	4	Juvenile rheumatoid arthritis	12-others
not classified elsewhere	12-others	HP:0002321	3	Vertigo	12-others
not classified elsewhere	12-others	HP:0009088	3	Speech articulation difficulties	12-others
not classified elsewhere	12-others	HP:0004409	3	Hyposmia	12-others
not classified elsewhere	12-others	HP:0001716	3	Wolff-Parkinson-White syndrome	12-others
not classified elsewhere	12-others	HP:0000570	3	Abnormal saccadic eye movements	12-others
not classified elsewhere	12-others	HP:0002870	3	Obstructive sleep apnea	12-others
not classified elsewhere	12-others	HP:0000952	3	Jaundice	12-others
not classified elsewhere	12-others	HP:0001058	3	Poor wound healing	12-others
not classified elsewhere	12-others	HP:0001063	3	Acrocyanosis	12-others
not classified elsewhere	12-others	HP:0011098	3	Speech apraxia	12-others
not classified elsewhere	12-others	HP:0000640	3	Gaze-evoked nystagmus	12-others
not classified elsewhere	12-others	HP:0002381	3	Aphasia	12-others
not classified elsewhere	12-others	HP:0012020	3	Right aortic arch	12-others
not classified elsewhere	12-others	HP:0012418	3	Hypoxemia	12-others
not classified elsewhere	12-others	HP:0000011	3	Neurogenic bladder	12-others
not classified elsewhere	12-others	HP:0012768	3	Neonatal asphyxia	12-others
not classified elsewhere	12-others	HP:0011171	3	Simple febrile seizure	12-others
not classified elsewhere	12-others	HP:0007670	2	Abnormal vestibulo-ocular reflex	12-others
not classified elsewhere	12-others	HP:0000961	2	Cyanosis	12-others
not classified elsewhere	12-others	HP:0002795	2	Abnormal respiratory system physiology	12-others
not classified elsewhere	12-others	HP:0000006	1	Autosomal dominant inheritance	12-others
not classified elsewhere	12-others	HP:0001533	1	Slender build	12-others
not classified elsewhere	12-others	HP:0002024	1	Malabsorption	12-others
not classified elsewhere	12-others	HP:0025032	1	Abnormality of digestive system physiology	12-others
not classified elsewhere	12-others	HP:0004970	1	Ascending tubular aorta aneurysm	12-others
not classified elsewhere	12-others	HP:0002791	1	Hypoventilation	12-others
not classified elsewhere	12-others	HP:0012520	1	Perivascular spaces	12-others
not classified elsewhere	12-others	HP:0011452	1	Functional abnormality of the middle ear	12-others
not classified elsewhere	12-others	HP:0030875	1	Abnormality of pulmonary circulation	12-others
not classified elsewhere	12-others	HP:0003110	1	Abnormality of urine homeostasis	12-others
not classified elsewhere	12-others	HP:0010762	1	Chordoma	12-others
not classified elsewhere	12-others	HP:0100784	1	Peripheral arteriovenous fistula	12-others
not classified elsewhere	12-others	HP:0000012	1	Urinary urgency	12-others
not classified elsewhere	12-others	HP:0003819	1	Death in childhood	12-others
not classified elsewhere	12-others	HP:0040264	1	Jaw pain	12-others
not classified elsewhere	12-others	HP:0005964	1	Intermittent hypothermia	12-others
not classified elsewhere	12-others	HP:0000076	1	Vesicoureteral reflux	12-others
not classified elsewhere	12-others	HP:0002573	1	Hematochezia	12-others
not classified elsewhere	12-others	HP:0001741	1	Phimosis	12-others
not classified elsewhere	12-others	HP:0000027	1	Azoospermia	12-others
not classified elsewhere	12-others	HP:0000119	1	Abnormality of the genitourinary system	12-others
not classified elsewhere	12-others	HP:0005348	1	Inspiratory stridor	12-others
not classified elsewhere	12-others	HP:0001254	1	Lethargy	12-others
not classified elsewhere	12-others	HP:0030242	1	Portal vein thrombosis	12-others
not classified elsewhere	12-others	HP:0003416	1	Spinal canal stenosis	12-others
not classified elsewhere	12-others	HP:0002094	1	Dyspnea	12-others
not classified elsewhere	12-others	HP:0100695	1	Lipedema	12-others
not classified elsewhere	12-others	HP:0007970	1	Congenital ptosis	12-others
not classified elsewhere	12-others	HP:0005832	1	Dysharmonic delayed bone age	12-others
not classified elsewhere	12-others	HP:0000130	1	Abnormality of the uterus	12-others
not classified elsewhere	12-others	HP:0010678	1	Enuresis diurna	12-others
not classified elsewhere	12-others	HP:0009109	1	Denervation of the diaphragm	12-others
not classified elsewhere	12-others	HP:0002017	1	Nausea and vomiting	12-others
not classified elsewhere	12-others	HP:0000016	1	Urinary retention	12-others
not classified elsewhere	12-others	HP:0001540	1	Diastasis recti	12-others
not classified elsewhere	12-others	HP:0001279	1	Syncope	12-others
not classified elsewhere	12-others	HP:0005926	1	Abnormality of hand cortical bone	12-others
not classified elsewhere	12-others	HP:0000074	1	Ureteropelvic junction obstruction	12-others
not classified elsewhere	12-others	HP:0002401	1	Stroke-like episode	12-others
not classified elsewhere	12-others	HP:0025401	1	Staring gaze	12-others
not classified elsewhere	12-others	HP:0001623	1	Breech presentation	12-others
not classified elsewhere	12-others	HP:0030213	1	Emotional blunting	12-others
not classified elsewhere	12-others	HP:0006682	1	Ventricular extrasystoles	12-others
not classified elsewhere	12-others	HP:0005943	1	Respiratory arrest	12-others
not classified elsewhere	12-others	HP:0040213	1	Hypopnea	12-others
not classified elsewhere	12-others	HP:0001892	1	Abnormal bleeding	12-others
not classified elsewhere	12-others	HP:0007811	1	Horizontal pendular nystagmus	12-others
not classified elsewhere	12-others	HP:0002591	1	Polyphagia	12-others
not classified elsewhere	12-others	HP:0410264	1	Subglottic hemangioma	12-others
not classified elsewhere	12-others	HP:0001929	1	Reduced factor XI activity	12-others
not classified elsewhere	12-others	HP:0011858	1	Reduced factor IX activity	12-others
not classified elsewhere	12-others	HP:0001436	1	Abnormality of the foot musculature	12-others
not classified elsewhere	12-others	HP:0025206	1	Triggered by cold	12-others
not classified elsewhere	12-others	HP:0011168	1	Eyelid myoclonias	12-others
not classified elsewhere	12-others	HP:0045084	1	Limb myoclonus	12-others
not classified elsewhere	12-others	HP:0002460	1	Distal muscle weakness	12-others
not classified elsewhere	12-others	HP:0003739	1	Myoclonic spasms	12-others
not classified elsewhere	12-others	HP:0004713	1	Reversible renal failure	12-others
not classified elsewhere	12-others	HP:0002936	1	Distal sensory impairment	12-others
not classified elsewhere	12-others	HP:0025097	1	Eyelid myoclonus	12-others
not classified elsewhere	12-others	HP:0011106	1	Hypovolemia	12-others
not classified elsewhere	12-others	HP:0005263	1	Gastritis	12-others
